District,Name,Party Code,State,Term End,Term Start,Session
1,Ronald Machtley,R,Rhode Island,,,103
2,Jack Reed,D,Rhode Island,,,103
1,"Arthur Ravenel, Jr.",R,South Carolina,,,103
2,Floyd Spence,R,South Carolina,,,103
3,Butler Derrick,D,South Carolina,,,103
4,Bob Inglis,R,South Carolina,,,103
5,"John M. Spratt, Jr.",D,South Carolina,,,103
6,James E. Clyburn,D,South Carolina,,,103
At-large,Tim Johnson,D,South Dakota,,,103
1,James H. Quillen,R,Tennessee,,,103
2,"John J. Duncan, Jr.",R,Tennessee,,,103
3,Marilyn Lloyd,D,Tennessee,,,103
4,Jim Cooper,D,Tennessee,,,103
5,Bob Clement,D,Tennessee,,,103
6,Bart Gordon,D,Tennessee,,,103
7,Don Sundquist,R,Tennessee,,,103
8,John S. Tanner,D,Tennessee,,,103
9,"Harold E. Ford, Sr.",D,Tennessee,,,103
1,Jim Chapman,D,Texas,,,103
2,Charles Wilson,D,Texas,,,103
3,Sam Johnson,R,Texas,,,103
4,Ralph M. Hall,D,Texas,,,103
5,John Wiley Bryant,D,Texas,,,103
6,Joe Barton,R,Texas,,,103
7,"William Reynolds Archer, Jr.",R,Texas,,,103
8,Jack Fields,R,Texas,,,103
9,Jack Brooks,D,Texas,,,103
10,J. J. Pickle,D,Texas,,,103
11,Chet Edwards,D,Texas,,,103
12,Pete Geren,D,Texas,,,103
13,Bill Sarpalius,D,Texas,,,103
14,Greg Laughlin,D,Texas,,,103
15,Kika de la Garza,D,Texas,,,103
16,Ronald D. Coleman,D,Texas,,,103
17,Charles W. Stenholm,D,Texas,,,103
18,Craig Washington,D,Texas,,,103
19,Larry Combest,R,Texas,,,103
20,Henry B. Gonzalez,D,Texas,,,103
21,Lamar S. Smith,R,Texas,,,103
22,Tom DeLay,R,Texas,,,103
23,Henry Bonilla,R,Texas,,,103
24,Martin Frost,D,Texas,,,103
25,Michael A. Andrews,D,Texas,,,103
26,Richard K. Armey,R,Texas,,,103
27,Solomon P. Ortiz,D,Texas,,,103
28,Frank Tejeda,D,Texas,,,103
29,Gene Green,D,Texas,,,103
30,Eddie Bernice Johnson,D,Texas,,,103
1,James V. Hansen,R,Utah,,,103
2,Karen Shepherd,D,Utah,,,103
3,Bill Orton,D,Utah,,,103
At-large,Bernard Sanders,I,Vermont,,,103
1,Herbert H. Bateman,R,Virginia,,,103
2,Owen B. Pickett,D,Virginia,,,103
3,Robert C. Scott,D,Virginia,,,103
4,Norman Sisisky,D,Virginia,,,103
5,"Lewis F. Payne, Jr.",D,Virginia,,,103
6,Bob Goodlatte,R,Virginia,,,103
7,"Thomas J. Bliley, Jr.",R,Virginia,,,103
8,James P. Moran,D,Virginia,,,103
9,Rick Boucher,D,Virginia,,,103
10,Frank R. Wolf,R,Virginia,,,103
11,Leslie L. Byrne,D,Virginia,,,103
1,Maria Cantwell,D,Washington,,,103
2,Al Swift,D,Washington,,,103
3,Jolene Unsoeld,D,Washington,,,103
4,Jay Inslee,D,Washington,,,103
5,Thomas S. Foley,D,Washington,,,103
6,Norman D. Dicks,D,Washington,,,103
7,Jim McDermott,D,Washington,,,103
8,Jennifer Dunn,R,Washington,,,103
9,Mike Kreidler,D,Washington,,,103
1,Alan B. Mollohan,D,West Virginia,,,103
2,Bob Wise,D,West Virginia,,,103
3,Nick J. Rahall II,D,West Virginia,,,103
1,Les Aspin,D,Wisconsin,1993-01-20 00:00:00,,103
1,Peter W. Barca,D,Wisconsin,,1993-05-04 00:00:00,103
2,Scott L. Klug,R,Wisconsin,,,103
3,Steve Gunderson,R,Wisconsin,,,103
4,Gerald D. Kleczka,D,Wisconsin,,,103
5,Tom Barrett,D,Wisconsin,,,103
6,Thomas E. Petri,R,Wisconsin,,,103
7,David R. Obey,D,Wisconsin,,,103
8,Toby Roth,R,Wisconsin,,,103
9,"F. James Sensenbrenner, Jr.",R,Wisconsin,,,103
At-large,Craig Thomas,R,Wyoming,,,103
American Samoa,Eni F.H. Faleomavaega,D,Non-voting members,,,103
District of Columbia,Eleanor Holmes Norton,D,Non-voting members,,,103
Guam,Robert A. Underwood,D,Non-voting members,,,103
Puerto Rico,Carlos Romero Barceló,D,Non-voting members,,,103
Virgin Islands,Ron de Lugo,D,Non-voting members,,,103
1,Sonny Callahan,R,Alabama,,,104
2,Terry Everett,R,Alabama,,,104
3,Glen Browder,D,Alabama,,,104
4,Tom Bevill,D,Alabama,,,104
5,Robert E. (Bud) Cramer Jr.,D,Alabama,,,104
6,Spencer Bachus,R,Alabama,,,104
7,Earl F. Hilliard,D,Alabama,,,104
At-large,Don Young,R,Alaska,,,104
1,Matt Salmon,R,Arizona,,,104
2,Ed Pastor,D,Arizona,,,104
3,Bob Stump,R,Arizona,,,104
4,John B. Shadegg,R,Arizona,,,104
5,Jim Kolbe,R,Arizona,,,104
6,J.D. Hayworth,R,Arizona,,,104
1,Blanche Lambert Lincoln,D,Arkansas,,,104
2,Ray Thornton,D,Arkansas,1997-01-01 00:00:00,,104
3,Tim,Hutchinson,Arkansas,1997-01-02 00:00:00,,104
4,Jay Dickey,R,Arkansas,,,104
1,Frank Riggs,R,California,,,104
2,Wally Herger,R,California,,,104
3,Vic Fazio,D,California,,,104
4,John T. Doolittle,R,California,,,104
5,Robert T. Matsui,D,California,,,104
6,Lynn C. Woolsey,D,California,,,104
7,George Miller,D,California,,,104
8,Nancy Pelosi,D,California,,,104
9,Ronald V. Dellums,D,California,,,104
10,Bill Baker,R,California,,,104
11,Richard W. Pombo,R,California,,,104
12,Tom Lantos,D,California,,,104
13,Fortney Pete Stark,D,California,,,104
14,Anna G. Eshoo,D,California,,,104
15,Norman Y. Mineta,D,California,1995-10-10 00:00:00,,104
15,Tom Campbell,R,California,,1995-12-12 00:00:00,104
16,Zoe Lofgren,D,California,,,104
17,Sam Farr,D,California,,,104
18,Gary A. Condit,D,California,,,104
19,George Radanovich,R,California,,,104
20,Calvin M. Dooley,D,California,,,104
21,William M. Thomas,R,California,,,104
22,Andrea Seastrand,R,California,,,104
23,Elton Gallegly,R,California,,,104
24,Anthony C. Beilenson,D,California,,,104
25,Howard P. (Buck) McKeon,R,California,,,104
26,Howard L. Berman,D,California,,,104
27,Carlos J. Moorhead,R,California,,,104
28,David Dreier,R,California,,,104
29,Henry A. Waxman,D,California,,,104
30,Xavier Becerra,D,California,,,104
31,Matthew G. Martinez,D,California,,,104
32,Julian C. Dixon,D,California,,,104
33,Lucille Roybal-Allard,D,California,,,104
34,Esteban Edward Torres,D,California,,,104
35,Maxine Waters,D,California,,,104
36,Jane Harman,D,California,,,104
37,Walter R. Tucker III,D,California,1995-12-15 00:00:00,,104
37,Juanita Millender-McDonald,D,California,,1996-03-26 00:00:00,104
38,Stephen Horn,R,California,,,104
39,Edward R. Royce,R,California,,,104
40,Jerry Lewis,R,California,,,104
41,Jay Kim,R,California,,,104
42,"George Brown, Jr.",D,California,,,104
43,Ken Calvert,R,California,,,104
44,Sonny Bono,R,California,,,104
45,Dana Rohrabacher,R,California,,,104
46,Robert K. Dornan,R,California,,,104
47,Christopher Cox,R,California,,,104
48,Ron Packard,R,California,,,104
49,Brian Bilbray,R,California,,,104
50,Bob Filner,D,California,,,104
51,Randy (Duke) Cunningham,R,California,,,104
52,Duncan Hunter,R,California,,,104
1,Patricia Schroeder,D,Colorado,,,104
2,David E. Skaggs,D,Colorado,,,104
3,Scott McInnis,R,Colorado,,,104
4,Wayne Allard,R,Colorado,,,104
5,Joel Hefley,R,Colorado,,,104
6,Dan Schaefer,R,Colorado,,,104
1,Barbara B. Kennelly,D,Connecticut,,,104
2,Sam Gejdenson,D,Connecticut,,,104
3,Rosa L. DeLauro,D,Connecticut,,,104
4,Christopher Shays,R,Connecticut,,,104
5,Gary A. Franks,R,Connecticut,,,104
6,Nancy L. Johnson,R,Connecticut,,,104
At-large,Michael N. Castle,R,Delaware,,,104
1,Joe Scarborough,R,Florida,,,104
2,Pete Peterson,D,Florida,,,104
3,Corrine Brown,D,Florida,,,104
4,Tillie K. Fowler,R,Florida,,,104
5,Karen Thurman,D,Florida,,,104
6,Cliff Stearns,R,Florida,,,104
7,John L. Mica,R,Florida,,,104
8,Bill McCollum,R,Florida,,,104
9,Michael Bilirakis,R,Florida,,,104
10,C.W. Bill Young,R,Florida,,,104
11,Sam M. Gibbons,D,Florida,,,104
12,Charles T. Canady,R,Florida,,,104
13,Dan Miller,R,Florida,,,104
14,Porter J. Goss,R,Florida,,,104
15,Dave Weldon,R,Florida,,,104
16,Mark Foley,R,Florida,,,104
17,Carrie P. Meek,D,Florida,,,104
18,Ileana Ros-Lehtinen,R,Florida,,,104
19,Harry A. Johnston,D,Florida,,,104
20,Peter Deutsch,D,Florida,,,104
21,Lincoln Diaz-Balart,R,Florida,,,104
22,"E. Clay Shaw, Jr.",R,Florida,,,104
23,Alcee L. Hastings,D,Florida,,,104
1,Jack Kingston,R,Georgia,,,104
2,"Sanford D. Bishop, Jr.",D,Georgia,,,104
3,Mac Collins,R,Georgia,,,104
4,John Linder,R,Georgia,,,104
5,John Lewis,D,Georgia,,,104
6,Newt Gingrich,R,Georgia,,,104
7,Bob Barr,R,Georgia,,,104
8,Saxby Chambliss,R,Georgia,,,104
9,Nathan Deal,D then R,Georgia,,,104
10,Charlie Norwood,R,Georgia,,,104
11,Cynthia A. McKinney,D,Georgia,,,104
1,Neil Abercrombie,D,Hawaii,,,104
2,Patsy T. Mink,D,Hawaii,,,104
1,Helen Chenoweth,R,Idaho,,,104
2,Michael D. Crapo,R,Idaho,,,104
1,Bobby Rush,D,Illinois,,,104
2,Mel Reynolds,D,Illinois,1995-10-01 00:00:00,,104
2,"Jesse L. Jackson, Jr.",D,Illinois,,1995-12-15 00:00:00,104
3,William O. Lipinski,D,Illinois,,,104
4,Luis V. Gutierrez,D,Illinois,,,104
5,Michael Patrick Flanagan,R,Illinois,,,104
6,Henry J. Hyde,R,Illinois,,,104
7,Cardiss Collins,D,Illinois,,,104
8,Philip M. Crane,R,Illinois,,,104
9,Sidney R. Yates,D,Illinois,,,104
10,John Edward Porter,R,Illinois,,,104
11,Jerry Weller,R,Illinois,,,104
12,Jerry F. Costello,D,Illinois,,,104
13,Harris W. Fawell,R,Illinois,,,104
14,J. Dennis Hastert,R,Illinois,,,104
15,Thomas W. Ewing,R,Illinois,,,104
16,Donald A. Manzullo,R,Illinois,,,104
17,Lane Evans,D,Illinois,,,104
18,Ray LaHood,R,Illinois,,,104
19,Glenn Poshard,D,Illinois,,,104
20,Richard J. Durbin,D,Illinois,,,104
1,Peter J. Visclosky,D,Indiana,,,104
2,David M. McIntosh,R,Indiana,,,104
3,Tim Roemer,D,Indiana,,,104
4,Mark E. Souder,R,Indiana,,,104
5,Steve Buyer,R,Indiana,,,104
6,Dan Burton,R,Indiana,,,104
7,John T. Myers,R,Indiana,,,104
8,John N. Hostettler,R,Indiana,,,104
9,Lee H. Hamilton,D,Indiana,,,104
10,"Andrew Jacobs, Jr.",D,Indiana,,,104
1,James A. Leach,R,Iowa,,,104
2,Jim Nussle,R,Iowa,,,104
3,Jim Ross Lightfoot,R,Iowa,,,104
4,Greg Ganske,R,Iowa,,,104
5,Tom Latham,R,Iowa,,,104
1,Pat Roberts,R,Kansas,,,104
2,Sam Brownback,R,Kansas,1996-11-07 00:00:00,,104
2,Jim Ryun,R,Kansas,,1996-11-27 00:00:00,104
3,Jan Meyers,R,Kansas,,,104
4,Todd Tiahrt,R,Kansas,,,104
1,Ed Whitfield,R,Kentucky,,,104
2,Ron Lewis,R,Kentucky,,,104
3,Mike Ward,D,Kentucky,,,104
4,Jim Bunning,R,Kentucky,,,104
5,Hal Rogers,R,Kentucky,,,104
6,Scotty Baesler,D,Kentucky,,,104
1,Bob Livingston,R,Louisiana,,,104
2,William J. Jefferson,D,Louisiana,,,104
3,W.J. Billy Tauzin,D then R,Louisiana,,,104
4,Cleo Fields,D,Louisiana,,,104
5,Jim McCrery,R,Louisiana,,,104
6,Richard H. Baker,R,Louisiana,,,104
7,Jimmy Hayes,D then R,Louisiana,,,104
1,"James B. Longley, Jr.",R,Maine,,,104
2,John Baldacci,D,Maine,,,104
1,Wayne T. Gilchrest,R,Maryland,,,104
2,"Robert L. Ehrlich, Jr.",R,Maryland,,,104
3,Benjamin L. Cardin,D,Maryland,,,104
4,Albert Russell Wynn,D,Maryland,,,104
5,Steny H. Hoyer,D,Maryland,,,104
6,Roscoe G. Bartlett,R,Maryland,,,104
7,Kweisi Mfume,D,Maryland,1996-02-15 00:00:00,,104
7,Elijah Cummings,D,Maryland,,1996-04-16 00:00:00,104
8,Constance A. Morella,R,Maryland,,,104
1,John W. Olver,D,Massachusetts,,,104
2,Richard E. Neal,D,Massachusetts,,,104
3,Peter I. Blute,R,Massachusetts,,,104
4,Barney Frank,D,Massachusetts,,,104
5,Martin T. Meehan,D,Massachusetts,,,104
6,Peter G. Torkildsen,R,Massachusetts,,,104
7,Edward J. Markey,D,Massachusetts,,,104
8,Joseph P. Kennedy II,D,Massachusetts,,,104
9,John Joseph Moakley,D,Massachusetts,,,104
10,Gerry E. Studds,D,Massachusetts,,,104
1,Bart Stupak,D,Michigan,,,104
2,Peter Hoekstra,R,Michigan,,,104
3,Vernon J. Ehlers,R,Michigan,,,104
4,Dave Camp,R,Michigan,,,104
5,James A. Barcia,D,Michigan,,,104
6,Fred Upton,R,Michigan,,,104
7,Nick Smith,R,Michigan,,,104
8,Dick Chrysler,R,Michigan,,,104
9,Dale E. Kildee,D,Michigan,,,104
10,David E. Bonior,D,Michigan,,,104
11,Joe Knollenberg,R,Michigan,,,104
12,Sander M. Levin,D,Michigan,,,104
13,Lynn N. Rivers,D,Michigan,,,104
14,"John Conyers, Jr.",D,Michigan,,,104
15,Barbara-Rose Collins,D,Michigan,,,104
16,John D. Dingell,D,Michigan,,,104
1,Gil Gutknecht,R,Minnesota,,,104
2,David Minge,DFL,Minnesota,,,104
3,Jim Ramstad,R,Minnesota,,,104
4,Bruce F. Vento,DFL,Minnesota,,,104
5,Martin Olav Sabo,DFL,Minnesota,,,104
6,Bill Luther,DFL,Minnesota,,,104
7,Collin C. Peterson,DFL,Minnesota,,,104
8,James L. Oberstar,DFL,Minnesota,,,104
1,Roger F. Wicker,R,Mississippi,,,104
2,Bennie G. Thompson,D,Mississippi,,,104
3,"G.V. ""Sonny"" Montgomery",D,Mississippi,,,104
4,Mike Parker,D then R,Mississippi,,,104
5,Gene Taylor,D,Mississippi,,,104
1,William L. Clay,D,Missouri,,,104
2,James M. Talent,R,Missouri,,,104
3,"Richard A. ""Dick"" Gephardt",D,Missouri,,,104
4,Ike Skelton,D,Missouri,,,104
5,Karen McCarthy,D,Missouri,,,104
6,Pat Danner,D,Missouri,,,104
7,Mel Hancock,R,Missouri,,,104
8,Bill,Emerson,Missouri,1996-06-22 00:00:00,,104
9,Harold L. Volkmer,D,Missouri,,,104
At-large,John Patrick Williams,D,Montana,,,104
1,Doug Bereuter,R,Nebraska,,,104
2,Jon L. Christensen,R,Nebraska,,,104
3,Bill Barrett,R,Nebraska,,,104
1,John Ensign,R,Nevada,,,104
2,Barbara F. Vucanovich,R,Nevada,,,104
1,Bill Zeliff,R,New Hampshire,,,104
2,Charles F. Bass,R,New Hampshire,,,104
1,Rob Andrews,D,New Jersey,,,104
2,Frank LoBiondo,R,New Jersey,,,104
3,Jim Saxton,R,New Jersey,,,104
4,Chris Smith,R,New Jersey,,,104
5,Marge Roukema,R,New Jersey,,,104
6,Frank Pallone,D,New Jersey,,,104
7,Bob Franks,R,New Jersey,,,104
8,Bill Martini,R,New Jersey,,,104
9,Robert Torricelli,D,New Jersey,,,104
10,Don Payne,D,New Jersey,,,104
11,Rodney Frelinghuysen,R,New Jersey,,,104
12,Dick Zimmer,R,New Jersey,,,104
13,Bob Menendez,D,New Jersey,,,104
1,Steven H. Schiff,R,New Mexico,,,104
2,Joe Skeen,R,New Mexico,,,104
3,Bill Richardson,D,New Mexico,,,104
1,Michael Forbes,R,New York,,,104
2,Rick A. Lazio,R,New York,,,104
3,Peter T. King,R,New York,,,104
4,Dan Frisa,R,New York,,,104
5,Gary L. Ackerman,D,New York,,,104
6,Floyd H. Flake,D,New York,,,104
7,Thomas J. Manton,D,New York,,,104
8,Jerrold Nadler,D,New York,,,104
9,Charles E. Schumer,D,New York,,,104
10,Edolphus Towns,D,New York,,,104
11,Major R. Owens,D,New York,,,104
12,Nydia M. Velázquez,D,New York,,,104
13,Susan Molinari,R,New York,,,104
14,Carolyn B. Maloney,D,New York,,,104
15,Charles B. Rangel,D,New York,,,104
16,José E. Serrano,D,New York,,,104
17,Eliot L. Engel,D,New York,,,104
18,Nita M. Lowey,D,New York,,,104
19,Sue W. Kelly,R,New York,,,104
20,Benjamin A. Gilman,R,New York,,,104
21,Michael R. McNulty,D,New York,,,104
22,Gerald B.H. Solomon,R,New York,,,104
23,Sherwood Boehlert,R,New York,,,104
24,John M. McHugh,R,New York,,,104
25,James T. Walsh,R,New York,,,104
26,Maurice D. Hinchey,D,New York,,,104
27,Bill Paxon,R,New York,,,104
28,Louise McIntosh Slaughter,D,New York,,,104
29,John J. LaFalce,D,New York,,,104
30,Jack Quinn,R,New York,,,104
31,Amo Houghton,R,New York,,,104
1,Eva M. Clayton,D,North Carolina,,,104
2,David Funderburk,R,North Carolina,,,104
3,Walter B. Jones,R,North Carolina,,,104
4,Fred Heineman,R,North Carolina,,,104
5,Richard Burr,R,North Carolina,,,104
6,Howard Coble,R,North Carolina,,,104
7,Charlie Rose,D,North Carolina,,,104
8,Bill Hefner,D,North Carolina,,,104
9,Sue Wilkins Myrick,R,North Carolina,,,104
10,Cass Ballenger,R,North Carolina,,,104
11,Charles H. Taylor,R,North Carolina,,,104
12,Melvin L. Watt,D,North Carolina,,,104
At-large,Earl Pomeroy,D,North Dakota,,,104
1,Steve Chabot,R,Ohio,,,104
2,Rob Portman,R,Ohio,,,104
3,Tony P. Hall,D,Ohio,,,104
4,Mike Oxley,R,Ohio,,,104
5,Paul Gillmor,R,Ohio,,,104
6,Frank Cremeans,R,Ohio,,,104
7,Dave Hobson,R,Ohio,,,104
8,John Boehner,R,Ohio,,,104
9,Marcy Kaptur,D,Ohio,,,104
10,Martin Hoke,R,Ohio,,,104
11,Louis Stokes,D,Ohio,,,104
12,John R. Kasich,R,Ohio,,,104
13,Sherrod Brown,D,Ohio,,,104
14,Thomas C. Sawyer,D,Ohio,,,104
15,Deborah Pryce,R,Ohio,,,104
16,Ralph Regula,R,Ohio,,,104
17,Jim Traficant,D,Ohio,,,104
18,Bob Ney,R,Ohio,,,104
19,Steve LaTourette,R,Ohio,,,104
1,Steve Largent,R,Oklahoma,,,104
2,Thomas A. Coburn,R,Oklahoma,,,104
3,William K. Brewster,D,Oklahoma,,,104
4,"J. C. Watts, Jr.",R,Oklahoma,,,104
5,"Ernest J. Istook, Jr.",R,Oklahoma,,,104
6,Frank D. Lucas,R,Oklahoma,,,104
1,Elizabeth Furse,D,Oregon,,,104
2,Wes Cooley,R,Oregon,,,104
3,Ron Wyden,D,Oregon,1996-02-06 00:00:00,,104
3,Earl Blumenauer,D,Oregon,,1996-05-21 00:00:00,104
4,Peter A. DeFazio,D,Oregon,,,104
5,Jim Bunn,R,Oregon,,,104
1,Thomas M. Foglietta,D,Pennsylvania,,,104
2,Chaka Fattah,D,Pennsylvania,,,104
3,"Robert A. Borski, Jr.",D,Pennsylvania,,,104
4,Ron Klink,D,Pennsylvania,,,104
5,William F. Clinger,R,Pennsylvania,,,104
6,Tim Holden,D,Pennsylvania,,,104
7,Curt Weldon,R,Pennsylvania,,,104
8,James C. Greenwood,R,Pennsylvania,,,104
9,Bud Shuster,R,Pennsylvania,,,104
10,Joseph M. McDade,R,Pennsylvania,,,104
11,Paul E. Kanjorski,D,Pennsylvania,,,104
12,John P. Murtha,D,Pennsylvania,,,104
13,Jon D. Fox,R,Pennsylvania,,,104
14,William J. Coyne,D,Pennsylvania,,,104
15,Paul McHale,D,Pennsylvania,,,104
16,Robert Smith Walker,R,Pennsylvania,,,104
17,George Gekas,R,Pennsylvania,,,104
18,Michael F. Doyle,D,Pennsylvania,,,104
19,William F. Goodling,R,Pennsylvania,,,104
20,Frank Mascara,D,Pennsylvania,,,104
21,Phil English,R,Pennsylvania,,,104
1,Patrick J. Kennedy,D,Rhode Island,,,104
2,Jack Reed,D,Rhode Island,,,104
1,Mark Sanford,R,South Carolina,,,104
2,Floyd Spence,R,South Carolina,,,104
3,Lindsey O. Graham,R,South Carolina,,,104
4,Bob Inglis,R,South Carolina,,,104
5,"John M. Spratt, Jr.",D,South Carolina,,,104
6,James E. Clyburn,D,South Carolina,,,104
At-large,Tim Johnson,D,South Dakota,,,104
1,James H. Quillen,R,Tennessee,,,104
2,"John J. Duncan, Jr.",R,Tennessee,,,104
3,Zach Wamp,R,Tennessee,,,104
4,Van Hilleary,R,Tennessee,,,104
5,Bob Clement,D,Tennessee,,,104
6,Bart Gordon,D,Tennessee,,,104
7,Ed Bryant,R,Tennessee,,,104
8,John S. Tanner,D,Tennessee,,,104
9,"Harold E. Ford, Sr.",D,Tennessee,,,104
1,Jim Chapman,D,Texas,,,104
2,Charles Wilson,D,Texas,,,104
3,Sam Johnson,R,Texas,,,104
4,Ralph M. Hall,D,Texas,,,104
5,John Wiley Bryant,D,Texas,,,104
6,Joe Barton,R,Texas,,,104
7,"William Reynolds Archer, Jr.",R,Texas,,,104
8,Jack Fields,R,Texas,,,104
9,Steve Stockman,R,Texas,,,104
10,Lloyd Doggett,D,Texas,,,104
11,Chet Edwards,D,Texas,,,104
12,Pete Geren,D,Texas,,,104
13,Mac Thornberry,R,Texas,,,104
14,Greg Laughlin,D then R,Texas,,,104
15,Kika de la Garza,D,Texas,,,104
16,Ronald D. Coleman,D,Texas,,,104
17,Charles W. Stenholm,D,Texas,,,104
18,Sheila Jackson-Lee,D,Texas,,,104
19,Larry Combest,R,Texas,,,104
20,Henry B. Gonzalez,D,Texas,,,104
21,Lamar S. Smith,R,Texas,,,104
22,Tom DeLay,R,Texas,,,104
23,Henry Bonilla,R,Texas,,,104
24,Martin Frost,D,Texas,,,104
25,Ken Bentsen,D,Texas,,,104
26,Richard K. Armey,R,Texas,,,104
27,Solomon P. Ortiz,D,Texas,,,104
28,Frank Tejeda,D,Texas,,,104
29,Gene Green,D,Texas,,,104
30,Eddie Bernice Johnson,D,Texas,,,104
1,James V. Hansen,R,Utah,,,104
2,Enid Greene Waldholtz,R,Utah,,,104
3,Bill Orton,D,Utah,,,104
At-large,Bernard Sanders,I,Vermont,,,104
1,Herbert H. Bateman,R,Virginia,,,104
2,Owen B. Pickett,D,Virginia,,,104
3,Robert C. Scott,D,Virginia,,,104
4,Norman Sisisky,D,Virginia,,,104
5,"Lewis F. Payne, Jr.",D,Virginia,,,104
6,Bob Goodlatte,R,Virginia,,,104
7,"Thomas J. Bliley, Jr.",R,Virginia,,,104
8,James P. Moran,D,Virginia,,,104
9,Rick Boucher,D,Virginia,,,104
10,Frank R. Wolf,R,Virginia,,,104
11,Thomas M. Davis,R,Virginia,,,104
1,Rick White,R,Washington,,,104
2,Jack Metcalf,R,Washington,,,104
3,Linda Smith,R,Washington,,,104
4,Doc Hastings,R,Washington,,,104
5,"George R. Nethercutt, Jr.",R,Washington,,,104
6,Norman D. Dicks,D,Washington,,,104
7,Jim McDermott,D,Washington,,,104
8,Jennifer Dunn,R,Washington,,,104
9,Randy Tate,R,Washington,,,104
1,Alan B. Mollohan,D,West Virginia,,,104
2,"Robert E. Wise, Jr.",D,West Virginia,,,104
3,Nick J. Rahall II,D,West Virginia,,,104
1,Mark Neumann,R,Wisconsin,,,104
2,Scott L. Klug,R,Wisconsin,,,104
3,Steve Gunderson,R,Wisconsin,,,104
4,Gerald D. Kleczka,D,Wisconsin,,,104
5,Thomas M. Barrett,D,Wisconsin,,,104
6,Thomas E. Petri,R,Wisconsin,,,104
7,David R. Obey,D,Wisconsin,,,104
8,Toby Roth,R,Wisconsin,,,104
9,"F. James Sensenbrenner, Jr.",R,Wisconsin,,,104
At-large,Barbara Cubin,R,Wyoming,,,104
American Samoa,Eni F.H. Faleomavaega,D,Non-voting members,,,104
District of Columbia,Eleanor Holmes Norton,D,Non-voting members,,,104
Guam,Robert A. Underwood,D,Non-voting members,,,104
Virgin Islands,Victor O. Frazer,D,Non-voting members,,,104
Puerto Rico,Carlos Romero Barceló,D,Non-voting members,,,104
1,Sonny Callahan,R,Alabama,,,105
2,Terry Everett,R,Alabama,,,105
3,Bob Riley,R,Alabama,,,105
4,Robert Aderholt,R,Alabama,,,105
5,Robert E. Cramer,D,Alabama,,,105
6,Spencer Bachus,R,Alabama,,,105
7,Earl Hilliard,D,Alabama,,,105
At-large,Don Young,R,Alaska,,,105
1,Matt Salmon,R,Arizona,,,105
2,Ed Pastor,D,Arizona,,,105
3,Bob Stump,R,Arizona,,,105
4,John Shadegg,R,Arizona,,,105
5,Jim Kolbe,R,Arizona,,,105
6,J.D. Hayworth,R,Arizona,,,105
1,Marion Berry,D,Arkansas,,,105
2,Vic Snyder,D,Arkansas,,,105
3,Asa Hutchinson,R,Arkansas,,,105
4,Jay Dickey,R,Arkansas,,,105
1,Frank Riggs,R,California,,,105
2,Wally Herger,R,California,,,105
3,Vic Fazio,D,California,,,105
4,John Doolittle,R,California,,,105
5,Robert Matsui,D,California,,,105
6,Lynn Woolsey,D,California,,,105
7,George Miller,D,California,,,105
8,Nancy Pelosi,D,California,,,105
9,Ron Dellums,D,California,1998-02-06 00:00:00,,105
9,Barbara Lee,D,California,,1998-04-21 00:00:00,105
10,Ellen Tauscher,D,California,,,105
11,Richard Pombo,R,California,,,105
12,Tom Lantos,D,California,,,105
13,Pete Stark,D,California,,,105
14,Anna Eshoo,D,California,,,105
15,Tom Campbell,R,California,,,105
16,Zoe Lofgren,D,California,,,105
17,Sam Farr,D,California,,,105
18,Gary Condit,D,California,,,105
19,George Radanovich,R,California,,,105
20,Cal Dooley,D,California,,,105
21,Bill Thomas,R,California,,,105
22,Walter Capps,D,California,1997-10-28 00:00:00,,105
22,Lois Capps,D,California,,1998-03-17 00:00:00,105
23,Elton Gallegly,R,California,,,105
24,Brad Sherman,D,California,,,105
25,Howard McKeon,R,California,,,105
26,Howard Berman,D,California,,,105
27,James E. Rogan,R,California,,,105
28,David Dreier,R,California,,,105
29,Henry Waxman,D,California,,,105
30,Xavier Becerra,D,California,,,105
31,Matthew G. Martinez,D,California,,,105
32,Julian C. Dixon,D,California,,,105
33,Lucille Roybal-Allard,D,California,,,105
34,Esteban Edward Torres,D,California,,,105
35,Maxine Waters,D,California,,,105
36,Jane Harman,D,California,,,105
37,Juanita Millender-McDonald,D,California,,,105
38,Steve Horn,R,California,,,105
39,Ed Royce,R,California,,,105
40,Jerry Lewis,R,California,,,105
41,Jay Kim,R,California,,,105
42,"George Brown, Jr.",D,California,,,105
43,Ken Calvert,R,California,,,105
44,Sonny Bono,R,California,1998-01-05 00:00:00,,105
44,Mary Bono,R,California,,1998-04-21 00:00:00,105
45,Dana Rohrabacher,R,California,,,105
46,Loretta Sanchez,D,California,,,105
47,Chris Cox,R,California,,,105
48,Ron Packard,R,California,,,105
49,Brian Bilbray,R,California,,,105
50,Bob Filner,D,California,,,105
51,"Randy ""Duke"" Cunningham",R,California,,,105
52,Duncan Hunter,R,California,,,105
1,Diana DeGette,D,Colorado,,,105
2,David Skaggs,D,Colorado,,,105
3,Scott McInnis,R,Colorado,,,105
4,Bob Schaffer,R,Colorado,,,105
5,Joel Hefley,R,Colorado,,,105
6,Dan Schaefer,R,Colorado,,,105
1,Barbara Kennelly,D,Connecticut,,,105
2,Sam Gejdenson,D,Connecticut,,,105
3,Rosa DeLauro,D,Connecticut,,,105
