District,Name,Party Code,State,Term End,Term Start,Session
13,Vito Fossella,R,New York,,,109
14,Carolyn B. Maloney,D,New York,,,109
15,Charles B. Rangel,D,New York,,,109
16,José Serrano,D,New York,,,109
17,Eliot L. Engel,D,New York,,,109
18,Nita Lowey,D,New York,,,109
19,Sue W. Kelly,R,New York,,,109
20,John E. Sweeney,R,New York,,,109
21,Michael R. McNulty,D,New York,,,109
22,Maurice Hinchey,D,New York,,,109
23,John M. McHugh,R,New York,,,109
24,Sherwood Boehlert,R,New York,,,109
25,Jim Walsh,R,New York,,,109
26,Tom Reynolds,R,New York,,,109
27,Brian Higgins,D,New York,,,109
28,Louise McIntosh Slaughter,D,New York,,,109
29,Randy Kuhl,R,New York,,,109
1,G. K. Butterfield,D,North Carolina,,,109
2,Bob Etheridge,D,North Carolina,,,109
3,Walter B. Jones,R,North Carolina,,,109
4,David Price,D,North Carolina,,,109
5,Virginia Foxx,R,North Carolina,,,109
6,Howard Coble,R,North Carolina,,,109
7,Mike McIntyre,D,North Carolina,,,109
8,Robin Hayes,R,North Carolina,,,109
9,Sue Wilkins Myrick,R,North Carolina,,,109
10,Patrick McHenry,R,North Carolina,,,109
11,Charles H. Taylor,R,North Carolina,,,109
12,Mel Watt,D,North Carolina,,,109
13,Brad Miller,D,North Carolina,,,109
At-large,Earl Pomeroy,D,North Dakota,,,109
1,Steve Chabot,R,Ohio,,,109
2,Rob Portman,R,Ohio,2005-04-29 00:00:00,,109
2,Jean Schmidt,R,Ohio,,2005-09-06 00:00:00,109
3,Michael R. Turner,R,Ohio,,,109
4,Michael G. Oxley,R,Ohio,,,109
5,Paul E. Gillmor,R,Ohio,,,109
6,Ted Strickland,D,Ohio,,,109
7,David L. Hobson,R,Ohio,,,109
8,John A. Boehner,R,Ohio,,,109
9,Marcia C. Kaptur,D,Ohio,,,109
10,Dennis J. Kucinich,D,Ohio,,,109
11,Stephanie Tubbs Jones,D,Ohio,,,109
12,Patrick J. Tiberi,R,Ohio,,,109
13,Sherrod Brown,D,Ohio,,,109
14,Steve LaTourette,R,Ohio,,,109
15,Deborah D. Pryce,R,Ohio,,,109
16,Ralph S. Regula,R,Ohio,,,109
17,Timothy J. Ryan,D,Ohio,,,109
18,Robert W. Ney,R,Ohio,2006-11-03 00:00:00,,109
1,John Sullivan,R,Oklahoma,,,109
2,Dan Boren,D,Oklahoma,,,109
3,Frank Lucas,R,Oklahoma,,,109
4,Tom Cole,R,Oklahoma,,,109
5,Ernest Istook,R,Oklahoma,,,109
1,David Wu,D,Oregon,,,109
2,Greg Walden,R,Oregon,,,109
3,Earl Blumenauer,D,Oregon,,,109
4,Peter DeFazio,D,Oregon,,,109
5,Darlene Hooley,D,Oregon,,,109
1,Bob Brady,D,Pennsylvania,,,109
2,Chaka Fattah,D,Pennsylvania,,,109
3,Phil English,R,Pennsylvania,,,109
4,Melissa Hart,R,Pennsylvania,,,109
5,John E. Peterson,R,Pennsylvania,,,109
6,Jim Gerlach,R,Pennsylvania,,,109
7,Curt Weldon,R,Pennsylvania,,,109
8,Mike Fitzpatrick,R,Pennsylvania,,,109
9,Bill Shuster,R,Pennsylvania,,,109
10,Don Sherwood,R,Pennsylvania,,,109
11,Paul Kanjorski,D,Pennsylvania,,,109
12,John Murtha,D,Pennsylvania,,,109
13,Allyson Schwartz,D,Pennsylvania,,,109
14,Michael F. Doyle,D,Pennsylvania,,,109
15,Charlie Dent,R,Pennsylvania,,,109
16,Joseph R. Pitts,R,Pennsylvania,,,109
17,Tim Holden,D,Pennsylvania,,,109
18,Tim Murphy,R,Pennsylvania,,,109
19,Todd Russell Platts,R,Pennsylvania,,,109
1,Patrick J. Kennedy,D,Rhode Island,,,109
2,James Langevin,D,Rhode Island,,,109
1,"Henry E. Brown, Jr.",R,South Carolina,,,109
2,Joe Wilson,R,South Carolina,,,109
3,Gresham Barrett,R,South Carolina,,,109
4,Bob Inglis,R,South Carolina,,,109
5,John Spratt,D,South Carolina,,,109
6,Jim Clyburn,D,South Carolina,,,109
At-large,Stephanie Herseth,D,South Dakota,,,109
1,William L. Jenkins,R,Tennessee,,,109
2,John Duncan,R,Tennessee,,,109
3,Zach Wamp,R,Tennessee,,,109
4,Lincoln Davis,D,Tennessee,,,109
5,Jim Cooper,D,Tennessee,,,109
6,Bart Gordon,D,Tennessee,,,109
7,Marsha Blackburn,R,Tennessee,,,109
8,John S. Tanner,D,Tennessee,,,109
9,"Harold Ford, Jr.",D,Tennessee,,,109
1,Louie Gohmert,R,Texas,,,109
2,Ted Poe,R,Texas,,,109
3,Sam Johnson,R,Texas,,,109
4,Ralph Hall,R,Texas,,,109
5,Jeb Hensarling,R,Texas,,,109
6,Joe Barton,R,Texas,,,109
7,John Culberson,R,Texas,,,109
8,Kevin Brady,R,Texas,,,109
9,Al Green,D,Texas,,,109
10,Michael McCaul,R,Texas,,,109
11,Mike Conaway,R,Texas,,,109
12,Kay Granger,R,Texas,,,109
13,Mac Thornberry,R,Texas,,,109
14,Ron Paul,R,Texas,,,109
15,Rubén Hinojosa,D,Texas,,,109
16,Silvestre Reyes,D,Texas,,,109
17,Chet Edwards,D,Texas,,,109
18,Sheila Jackson-Lee,D,Texas,,,109
19,Randy Neugebauer,R,Texas,,,109
20,Charlie Gonzalez,D,Texas,,,109
21,Lamar S. Smith,R,Texas,,,109
22,Tom DeLay,R,Texas,2006-06-09 00:00:00,,109
22,Shelley Sekula-Gibbs,R,Texas,,2006-11-13 00:00:00,109
23,Henry Bonilla,R,Texas,,,109
24,Kenny Marchant,R,Texas,,,109
25,Lloyd Doggett,D,Texas,,,109
26,Michael C. Burgess,R,Texas,,,109
27,Solomon P. Ortiz,D,Texas,,,109
28,Henry Cuellar,D,Texas,,,109
29,Gene Green,D,Texas,,,109
30,Eddie Bernice Johnson,D,Texas,,,109
31,John Carter,R,Texas,,,109
32,Pete Sessions,R,Texas,,,109
1,Rob Bishop,R,Utah,,,109
2,Jim Matheson,D,Utah,,,109
3,Chris Cannon,R,Utah,,,109
At-large,Bernie Sanders,I,Vermont,,,109
1,Jo Ann Davis,R,Virginia,,,109
2,Thelma Drake,R,Virginia,,,109
3,Robert C. Scott,D,Virginia,,,109
4,Randy Forbes,R,Virginia,,,109
5,Virgil Goode,R,Virginia,,,109
6,Bob Goodlatte,R,Virginia,,,109
7,Eric Cantor,R,Virginia,,,109
8,Jim Moran,D,Virginia,,,109
9,Rick Boucher,D,Virginia,,,109
10,Frank Wolf,R,Virginia,,,109
11,Thomas M. Davis,R,Virginia,,,109
1,Jay Inslee,D,Washington,,,109
2,Rick Larsen,D,Washington,,,109
3,Brian Baird,D,Washington,,,109
4,"Richard ""Doc"" Hastings",R,Washington,,,109
5,Cathy McMorris,R,Washington,,,109
6,Norm Dicks,D,Washington,,,109
7,Jim McDermott,D,Washington,,,109
8,Dave Reichert,R,Washington,,,109
9,Adam Smith,D,Washington,,,109
1,Alan Mollohan,D,West Virginia,,,109
2,Shelley Moore Capito,R,West Virginia,,,109
3,Nick Rahall,D,West Virginia,,,109
1,Paul Ryan,R,Wisconsin,,,109
2,Tammy Baldwin,D,Wisconsin,,,109
3,Ron Kind,D,Wisconsin,,,109
4,Gwen Moore,D,Wisconsin,,,109
5,Jim Sensenbrenner,R,Wisconsin,,,109
6,Tom Petri,R,Wisconsin,,,109
7,Dave Obey,D,Wisconsin,,,109
8,Mark Green,R,Wisconsin,,,109
At-large,Barbara Cubin,R,Wyoming,,,109
American Samoa,Eni Faleomavaega,D,Non-voting members,,,109
District of Columbia,Eleanor Holmes Norton,D,Non-voting members,,,109
Guam,Madeleine Bordallo,D,Non-voting members,,,109
Puerto Rico,Luis Fortuño,R and PNP,Non-voting members,,,109
Virgin Islands,Donna Christian-Christensen,D,Non-voting members,,,109
1,Jo Bonner,R,Alabama,,,110
2,Terry Everett,R,Alabama,,,110
3,Mike D. Rogers,R,Alabama,,,110
4,Robert Aderholt,R,Alabama,,,110
5,Bud Cramer,D,Alabama,,,110
6,Spencer Bachus,R,Alabama,,,110
7,Artur Davis,D,Alabama,,,110
At-large,Don Young,R,Alaska,,,110
1,Rick Renzi,R,Arizona,,,110
2,Trent Franks,R,Arizona,,,110
3,John Shadegg,R,Arizona,,,110
4,Ed Pastor,D,Arizona,,,110
5,Harry Mitchell,D,Arizona,,,110
6,Jeff Flake,R,Arizona,,,110
7,Raúl M. Grijalva,D,Arizona,,,110
8,Gabrielle Giffords,D,Arizona,,,110
1,Marion Berry,D,Arkansas,,,110
2,Vic Snyder,D,Arkansas,,,110
3,John Boozman,R,Arkansas,,,110
4,Mike Ross,D,Arkansas,,,110
1,Mike Thompson,D,California,,,110
2,Wally Herger,R,California,,,110
3,Dan Lungren,R,California,,,110
4,John Doolittle,R,California,,,110
5,Doris Matsui,D,California,,,110
6,Lynn Woolsey,D,California,,,110
7,George Miller,D,California,,,110
8,Nancy Pelosi,D,California,,,110
9,Barbara Lee,D,California,,,110
10,Ellen Tauscher,D,California,,,110
11,Jerry McNerney,D,California,,,110
12,Tom Lantos,D,California,2008-02-11 00:00:00,,110
12,Jackie Speier,D,California,,2008-04-08 00:00:00,110
13,Pete Stark,D,California,,,110
14,Anna Eshoo,D,California,,,110
15,Mike Honda,D,California,,,110
16,Zoe Lofgren,D,California,,,110
17,Sam Farr,D,California,,,110
18,Dennis Cardoza,D,California,,,110
19,George Radanovich,R,California,,,110
20,Jim Costa,D,California,,,110
21,Devin Nunes,R,California,,,110
22,Kevin McCarthy,R,California,,,110
23,Lois Capps,D,California,,,110
24,Elton Gallegly,R,California,,,110
25,Howard McKeon,R,California,,,110
26,David Dreier,R,California,,,110
27,Brad Sherman,D,California,,,110
28,Howard Berman,D,California,,,110
29,Adam Schiff,D,California,,,110
30,Henry Waxman,D,California,,,110
31,Xavier Becerra,D,California,,,110
32,Hilda Solis,D,California,,,110
33,Diane Watson,D,California,,,110
34,Lucille Roybal-Allard,D,California,,,110
35,Maxine Waters,D,California,,,110
36,Jane Harman,D,California,,,110
37,Juanita Millender-McDonald,D,California,2007-04-22 00:00:00,,110
37,Laura Richardson,D,California,,2007-08-21 00:00:00,110
38,Grace Napolitano,D,California,,,110
39,Linda Sánchez,D,California,,,110
40,Edward R. Royce,R,California,,,110
41,Jerry Lewis,R,California,,,110
42,Gary Miller,R,California,,,110
43,Joe Baca,D,California,,,110
44,Ken Calvert,R,California,,,110
45,Mary Bono,R,California,,,110
46,Dana Rohrabacher,R,California,,,110
47,Loretta Sanchez,D,California,,,110
48,John Campbell,R,California,,,110
49,Darrell Issa,R,California,,,110
50,Brian Bilbray,R,California,,,110
51,Bob Filner,D,California,,,110
52,Duncan Hunter,R,California,,,110
53,Susan Davis,D,California,,,110
1,Diana DeGette,D,Colorado,,,110
2,Mark Udall,D,Colorado,,,110
3,John Salazar,D,Colorado,,,110
4,Marilyn Musgrave,R,Colorado,,,110
5,Doug Lamborn,R,Colorado,,,110
6,Thomas G. Tancredo,R,Colorado,,,110
7,Ed Perlmutter,D,Colorado,,,110
1,John Larson,D,Connecticut,,,110
2,Joe Courtney,D,Connecticut,,,110
3,Rosa DeLauro,D,Connecticut,,,110
4,Christopher Shays,R,Connecticut,,,110
5,Chris Murphy,D,Connecticut,,,110
At-large,Michael N. Castle,R,Delaware,,,110
1,Jeff Miller,R,Florida,,,110
2,Allen Boyd,D,Florida,,,110
3,Corrine Brown,D,Florida,,,110
4,Ander Crenshaw,R,Florida,,,110
5,Ginny Brown-Waite,R,Florida,,,110
6,Cliff Stearns,R,Florida,,,110
7,John Mica,R,Florida,,,110
8,Ric Keller,R,Florida,,,110
9,Gus Bilirakis,R,Florida,,,110
10,Bill Young,R,Florida,,,110
11,Kathy Castor,D,Florida,,,110
12,Adam Putnam,R,Florida,,,110
13,Vern Buchanan,R,Florida,,,110
14,Connie Mack IV,R,Florida,,,110
15,Dave Weldon,R,Florida,,,110
16,Tim Mahoney,D,Florida,,,110
17,Kendrick Meek,D,Florida,,,110
18,Ileana Ros-Lehtinen,R,Florida,,,110
19,Robert Wexler,D,Florida,,,110
20,Debbie Wasserman Schultz,D,Florida,,,110
21,Lincoln Diaz-Balart,R,Florida,,,110
22,Ron Klein,D,Florida,,,110
23,Alcee Hastings,D,Florida,,,110
24,Tom Feeney,R,Florida,,,110
25,Mario Diaz-Balart,R,Florida,,,110
1,Jack Kingston,R,Georgia,,,110
2,Sanford Bishop,D,Georgia,,,110
3,Lynn Westmoreland,R,Georgia,,,110
4,Hank Johnson,D,Georgia,,,110
5,John Lewis,D,Georgia,,,110
6,Tom Price,R,Georgia,,,110
7,John Linder,R,Georgia,,,110
8,Jim Marshall,D,Georgia,,,110
9,Nathan Deal,R,Georgia,,,110
10,Charlie Norwood,R,Georgia,2007-02-13 00:00:00,,110
10,Paul Broun,R,Georgia,,2007-07-17 00:00:00,110
11,Phil Gingrey,R,Georgia,,,110
12,John Barrow,D,Georgia,,,110
13,David Scott,D,Georgia,,,110
1,Neil Abercrombie,D,Hawaii,,,110
2,Mazie Hirono,D,Hawaii,,,110
1,William Sali,R,Idaho,,,110
2,Michael K. Simpson,R,Idaho,,,110
1,Bobby Rush,D,Illinois,,,110
2,"Jesse Jackson, Jr.",D,Illinois,,,110
3,Dan Lipinski,D,Illinois,,,110
4,Luis Gutierrez,D,Illinois,,,110
5,Rahm Emanuel,D,Illinois,"January 2, 2009,[20]",,110
6,Peter Roskam,R,Illinois,,,110
7,Danny K. Davis,D,Illinois,,,110
8,Melissa Bean,D,Illinois,,,110
9,Janice D. Schakowsky,D,Illinois,,,110
10,Mark Steven Kirk,R,Illinois,,,110
11,Jerry Weller,R,Illinois,,,110
12,Jerry Costello,D,Illinois,,,110
13,Judy Biggert,R,Illinois,,,110
14,Dennis Hastert,R,Illinois,2007-11-26 00:00:00,,110
14,Bill Foster,D,Illinois,,2008-03-08 00:00:00,110
15,Timothy V. Johnson,R,Illinois,,,110
16,Donald Manzullo,R,Illinois,,,110
17,Philip Hare,D,Illinois,,,110
18,Ray LaHood,R,Illinois,,,110
19,John Shimkus,R,Illinois,,,110
1,Pete Visclosky,D,Indiana,,,110
2,Joe Donnelly,D,Indiana,,,110
3,Mark Souder,R,Indiana,,,110
4,Steve Buyer,R,Indiana,,,110
5,Dan Burton,R,Indiana,,,110
6,Mike Pence,R,Indiana,,,110
7,Julia Carson,D,Indiana,2007-12-15 00:00:00,,110
7,André Carson,D,Indiana,,2008-03-11 00:00:00,110
8,Brad Ellsworth,D,Indiana,,,110
9,Baron Hill,D,Indiana,,,110
1,Bruce Braley,D,Iowa,,,110
2,David Loebsack,D,Iowa,,,110
3,Leonard Boswell,D,Iowa,,,110
4,Tom Latham,R,Iowa,,,110
5,Steve King,R,Iowa,,,110
1,Jerry Moran,R,Kansas,,,110
2,Nancy Boyda,D,Kansas,,,110
3,Dennis Moore,D,Kansas,,,110
4,Todd Tiahrt,R,Kansas,,,110
1,Ed Whitfield,R,Kentucky,,,110
2,Ron Lewis,R,Kentucky,,,110
3,John Yarmuth,D,Kentucky,,,110
4,Geoff Davis,R,Kentucky,,,110
5,Harold Rogers,R,Kentucky,,,110
6,Ben Chandler,D,Kentucky,,,110
1,Bobby Jindal,R,Louisiana,2008-01-14 00:00:00,,110
1,Steve Scalise,R,Louisiana,,2008-05-03 00:00:00,110
2,William J. Jefferson,D,Louisiana,,,110
3,Charlie Melancon,D,Louisiana,,,110
4,Jim McCrery,R,Louisiana,,,110
5,Rodney Alexander,R,Louisiana,,,110
6,Richard H. Baker,R,Louisiana,2008-02-02 00:00:00,,110
6,Don Cazayoux,D,Louisiana,,2008-05-03 00:00:00,110
7,Charles Boustany,R,Louisiana,,,110
1,Tom Allen,D,Maine,,,110
2,Mike Michaud,D,Maine,,,110
1,Wayne Gilchrest,R,Maryland,,,110
2,Dutch Ruppersberger,D,Maryland,,,110
3,John Sarbanes,D,Maryland,,,110
4,Albert Wynn,D,Maryland,2008-05-31 00:00:00,,110
4,Donna Edwards,D,Maryland,,2008-06-17 00:00:00,110
5,Steny Hoyer,D,Maryland,,,110
6,Roscoe Bartlett,R,Maryland,,,110
7,Elijah Cummings,D,Maryland,,,110
8,Chris Van Hollen,D,Maryland,,,110
1,John Olver,D,Massachusetts,,,110
2,Richard Neal,D,Massachusetts,,,110
3,Jim McGovern,D,Massachusetts,,,110
4,Barney Frank,D,Massachusetts,,,110
5,Marty Meehan,D,Massachusetts,2007-07-01 00:00:00,,110
5,Niki Tsongas,D,Massachusetts,,2007-10-16 00:00:00,110
6,John Tierney,D,Massachusetts,,,110
7,Ed Markey,D,Massachusetts,,,110
8,Mike Capuano,D,Massachusetts,,,110
9,Stephen Lynch,D,Massachusetts,,,110
10,Bill Delahunt,D,Massachusetts,,,110
1,Bart Stupak,D,Michigan,,,110
2,Peter Hoekstra,R,Michigan,,,110
3,Vern Ehlers,R,Michigan,,,110
4,David Lee Camp,R,Michigan,,,110
5,Dale E. Kildee,D,Michigan,,,110
6,Fred Upton,R,Michigan,,,110
7,Tim Walberg,R,Michigan,,,110
8,Mike Rogers,R,Michigan,,,110
9,Joe Knollenberg,R,Michigan,,,110
10,Candice Miller,R,Michigan,,,110
11,Thaddeus McCotter,R,Michigan,,,110
12,Sander Levin,D,Michigan,,,110
13,Carolyn Cheeks Kilpatrick,D,Michigan,,,110
14,John Conyers,D,Michigan,,,110
15,John Dingell,D,Michigan,,,110
1,Tim Walz,D,Minnesota,,,110
2,John Kline,R,Minnesota,,,110
3,Jim Ramstad,R,Minnesota,,,110
4,Betty McCollum,D,Minnesota,,,110
5,Keith Ellison,D,Minnesota,,,110
6,Michele Bachmann,R,Minnesota,,,110
7,Collin Peterson,D,Minnesota,,,110
8,Jim Oberstar,D,Minnesota,,,110
1,Roger Wicker,R,Mississippi,2007-12-31 00:00:00,,110
1,Travis Childers,D,Mississippi,,2008-05-13 00:00:00,110
2,Bennie Thompson,D,Mississippi,,,110
3,Chip Pickering,R,Mississippi,,,110
4,Gene Taylor,D,Mississippi,,,110
1,"William Lacy Clay, Jr.",D,Missouri,,,110
2,Todd Akin,R,Missouri,,,110
3,Russ Carnahan,D,Missouri,,,110
4,Ike Skelton,D,Missouri,,,110
5,Emanuel Cleaver,D,Missouri,,,110
6,Sam Graves,R,Missouri,,,110
7,Roy Blunt,R,Missouri,,,110
8,Jo Ann Emerson,R,Missouri,,,110
9,Kenny Hulshof,R,Missouri,,,110
At-large,Denny Rehberg,R,Montana,,,110
1,Jeff Fortenberry,R,Nebraska,,,110
2,Lee Terry,R,Nebraska,,,110
3,Adrian Smith,R,Nebraska,,,110
1,Shelley Berkley,D,Nevada,,,110
2,Dean Heller,R,Nevada,,,110
3,Jon Porter,R,Nevada,,,110
1,Carol Shea-Porter,D,New Hampshire,,,110
2,Paul Hodes,D,New Hampshire,,,110
1,Rob Andrews,D,New Jersey,,,110
2,Frank LoBiondo,R,New Jersey,,,110
3,Jim Saxton,R,New Jersey,,,110
4,Chris Smith,R,New Jersey,,,110
5,Scott Garrett,R,New Jersey,,,110
6,Frank Pallone,D,New Jersey,,,110
7,Mike Ferguson,R,New Jersey,,,110
8,Bill Pascrell Jr.,D,New Jersey,,,110
9,Steve Rothman,D,New Jersey,,,110
10,Donald M. Payne,D,New Jersey,,,110
11,Rodney Frelinghuysen,R,New Jersey,,,110
12,Rush D. Holt Jr.,D,New Jersey,,,110
13,Albio Sires,D,New Jersey,,,110
1,Heather Wilson,R,New Mexico,,,110
2,Steve Pearce,R,New Mexico,,,110
3,Tom Udall,D,New Mexico,,,110
1,Tim Bishop,D,New York,,,110
2,Steve Israel,D,New York,,,110
3,Peter T. King,R,New York,,,110
4,Carolyn McCarthy,D,New York,,,110
5,Gary Ackerman,D,New York,,,110
6,Gregory W. Meeks,D,New York,,,110
7,Joseph Crowley,D,New York,,,110
8,Jerrold Nadler,D,New York,,,110
9,Anthony D. Weiner,D,New York,,,110
10,Ed Towns,D,New York,,,110
11,Yvette D. Clarke,D,New York,,,110
12,Nydia Velázquez,D,New York,,,110
13,Vito Fossella,R,New York,,,110
14,Carolyn B. Maloney,D,New York,,,110
15,Charles B. Rangel,D,New York,,,110
16,José Serrano,D,New York,,,110
17,Eliot L. Engel,D,New York,,,110
18,Nita Lowey,D,New York,,,110
19,John Hall,D,New York,,,110
20,Kirsten Gillibrand,D,New York,,,110
21,Michael R. McNulty,D,New York,,,110
22,Maurice Hinchey,D,New York,,,110
23,John M. McHugh,R,New York,,,110
24,Michael Arcuri,D,New York,,,110
25,Jim Walsh,R,New York,,,110
26,Tom Reynolds,R,New York,,,110
27,Brian Higgins,D,New York,,,110
28,Louise McIntosh Slaughter,D,New York,,,110
29,Randy Kuhl,R,New York,,,110
1,G. K. Butterfield,D,North Carolina,,,110
2,Bob Etheridge,D,North Carolina,,,110
3,Walter B. Jones,R,North Carolina,,,110
4,David Price,D,North Carolina,,,110
5,Virginia Foxx,R,North Carolina,,,110
6,Howard Coble,R,North Carolina,,,110
7,Mike McIntyre,D,North Carolina,,,110
8,Robin Hayes,R,North Carolina,,,110
9,Sue Wilkins Myrick,R,North Carolina,,,110
10,Patrick McHenry,R,North Carolina,,,110
11,Heath Shuler,D,North Carolina,,,110
12,Mel Watt,D,North Carolina,,,110
13,Brad Miller,D,North Carolina,,,110
At-large,Earl Pomeroy,D,North Dakota,,,110
1,Steve Chabot,R,Ohio,,,110
2,Jean Schmidt,R,Ohio,,,110
3,Michael R. Turner,R,Ohio,,,110
4,Jim Jordan,R,Ohio,,,110
5,Paul Gillmor,R,Ohio,2007-09-05 00:00:00,,110
5,Bob Latta,R,Ohio,,2007-12-11 00:00:00,110
6,Charlie Wilson,D,Ohio,,,110
7,Dave Hobson,R,Ohio,,,110
8,John A. Boehner,R,Ohio,,,110
9,Marcy Kaptur,D,Ohio,,,110
10,Dennis J. Kucinich,D,Ohio,,,110
11,Stephanie Tubbs Jones,D,Ohio,2008-08-20 00:00:00,,110
11,Marcia Fudge,D,Ohio,,2008-11-18 00:00:00,110
12,Pat Tiberi,R,Ohio,,,110
13,Betty Sutton,D,Ohio,,,110
14,Steve LaTourette,R,Ohio,,,110
15,Deborah Pryce,R,Ohio,,,110
16,Ralph S. Regula,R,Ohio,,,110
17,Tim Ryan,D,Ohio,,,110
18,Zack Space,D,Ohio,,,110
1,John Sullivan,R,Oklahoma,,,110
2,Dan Boren,D,Oklahoma,,,110
3,Frank Lucas,R,Oklahoma,,,110
4,Tom Cole,R,Oklahoma,,,110
5,Mary Fallin,R,Oklahoma,,,110
1,David Wu,D,Oregon,,,110
2,Greg Walden,R,Oregon,,,110
3,Earl Blumenauer,D,Oregon,,,110
4,Peter DeFazio,D,Oregon,,,110
5,Darlene Hooley,D,Oregon,,,110
1,Bob Brady,D,Pennsylvania,,,110
2,Chaka Fattah,D,Pennsylvania,,,110
3,Phil English,R,Pennsylvania,,,110
4,Jason Altmire,D,Pennsylvania,,,110
5,John E. Peterson,R,Pennsylvania,,,110
6,Jim Gerlach,R,Pennsylvania,,,110
7,Joe Sestak,D,Pennsylvania,,,110
8,Patrick Murphy,D,Pennsylvania,,,110
9,Bill Shuster,R,Pennsylvania,,,110
10,Chris Carney,D,Pennsylvania,,,110
11,Paul E. Kanjorski,D,Pennsylvania,,,110
12,John Murtha,D,Pennsylvania,,,110
13,Allyson Schwartz,D,Pennsylvania,,,110
14,Michael F. Doyle,D,Pennsylvania,,,110
15,Charlie Dent,R,Pennsylvania,,,110
16,Joseph R. Pitts,R,Pennsylvania,,,110
17,Tim Holden,D,Pennsylvania,,,110
18,Tim Murphy,R,Pennsylvania,,,110
19,Todd Platts,R,Pennsylvania,,,110
1,Patrick J. Kennedy,D,Rhode Island,,,110
2,James Langevin,D,Rhode Island,,,110
1,"Henry E. Brown, Jr.",R,South Carolina,,,110
2,Joe Wilson,R,South Carolina,,,110
3,Gresham Barrett,R,South Carolina,,,110
4,Bob Inglis,R,South Carolina,,,110
5,John Spratt,D,South Carolina,,,110
6,Jim Clyburn,D,South Carolina,,,110
At-large,Stephanie Herseth Sandlin,D,South Dakota,,,110
1,David Davis,R,Tennessee,,,110
2,John Duncan,R,Tennessee,,,110
3,Zach Wamp,R,Tennessee,,,110
4,Lincoln Davis,D,Tennessee,,,110
5,Jim Cooper,D,Tennessee,,,110
6,Bart Gordon,D,Tennessee,,,110
7,Marsha Blackburn,R,Tennessee,,,110
8,John S. Tanner,D,Tennessee,,,110
9,Steve Cohen,D,Tennessee,,,110
1,Louie Gohmert,R,Texas,,,110
2,Ted Poe,R,Texas,,,110
3,Sam Johnson,R,Texas,,,110
4,Ralph Hall,R,Texas,,,110
5,Jeb Hensarling,R,Texas,,,110
6,Joe Barton,R,Texas,,,110
7,John Culberson,R,Texas,,,110
8,Kevin Brady,R,Texas,,,110
9,Al Green,D,Texas,,,110
10,Michael McCaul,R,Texas,,,110
11,Mike Conaway,R,Texas,,,110
12,Kay Granger,R,Texas,,,110
13,Mac Thornberry,R,Texas,,,110
14,Ron Paul,R,Texas,,,110
15,Rubén Hinojosa,D,Texas,,,110
16,Silvestre Reyes,D,Texas,,,110
17,Chet Edwards,D,Texas,,,110
18,Sheila Jackson-Lee,D,Texas,,,110
19,Randy Neugebauer,R,Texas,,,110
20,Charlie Gonzalez,D,Texas,,,110
21,Lamar S. Smith,R,Texas,,,110
22,Nick Lampson,D,Texas,,,110
23,Ciro Rodriguez,D,Texas,,,110
24,Kenny Marchant,R,Texas,,,110
25,Lloyd Doggett,D,Texas,,,110
26,Michael C. Burgess,R,Texas,,,110
27,Solomon P. Ortiz,D,Texas,,,110
28,Henry Cuellar,D,Texas,,,110
29,Gene Green,D,Texas,,,110
30,Eddie Bernice Johnson,D,Texas,,,110
31,John Carter,R,Texas,,,110
32,Pete Sessions,R,Texas,,,110
1,Rob Bishop,R,Utah,,,110
2,Jim Matheson,D,Utah,,,110
3,Chris Cannon,R,Utah,,,110
At-large,Peter Welch,D,Vermont,,,110
1,Jo Ann Davis,R,Virginia,2007-10-06 00:00:00,,110
1,Rob Wittman,R,Virginia,,2007-12-11 00:00:00,110
2,Thelma Drake,R,Virginia,,,110
3,Robert C. Scott,D,Virginia,,,110
4,Randy Forbes,R,Virginia,,,110
5,Virgil Goode,R,Virginia,,,110
6,Bob Goodlatte,R,Virginia,,,110
7,Eric Cantor,R,Virginia,,,110
8,Jim Moran,D,Virginia,,,110
9,Rick Boucher,D,Virginia,,,110
10,Frank Wolf,R,Virginia,,,110
11,Thomas M. Davis,R,Virginia,2008-11-24 00:00:00,,110
1,Jay Inslee,D,Washington,,,110
2,Rick Larsen,D,Washington,,,110
3,Brian Baird,D,Washington,,,110
4,Doc Hastings,R,Washington,,,110
5,Cathy McMorris Rodgers,R,Washington,,,110
6,Norm Dicks,D,Washington,,,110
7,Jim McDermott,D,Washington,,,110
8,Dave Reichert,R,Washington,,,110
9,Adam Smith,D,Washington,,,110
1,Alan Mollohan,D,West Virginia,,,110
2,Shelley Moore Capito,R,West Virginia,,,110
3,Nick Rahall,D,West Virginia,,,110
1,Paul Ryan,R,Wisconsin,,,110
2,Tammy Baldwin,D,Wisconsin,,,110
3,Ron Kind,D,Wisconsin,,,110
4,Gwen Moore,D,Wisconsin,,,110
5,Jim Sensenbrenner,R,Wisconsin,,,110
6,Tom Petri,R,Wisconsin,,,110
7,Dave Obey,D,Wisconsin,,,110
8,Steve Kagen,D,Wisconsin,,,110
At-large,Barbara Cubin,R,Wyoming,,,110
American Samoa,Eni Faleomavaega,D,Non-voting members,,,110
District of Columbia,Eleanor Holmes Norton,D,Non-voting members,,,110
Guam,Madeleine Bordallo,D,Non-voting members,,,110
Puert,Rico: Luis G. Fortuño,R and PNP,Non-voting members,2009-01-02 00:00:00,,110
